get account and get balance + create new account and deploy contract,9496118,47289,14704,6628,2141,10968,1453,18448,233,466,4037,52471,17594,290,40369,14704,3180,0,1,1117437,1886067,195262,3460,699,75825,6112,72358,233,2,146459,29700,1702987,1440,5760,78137,46133,38981,2208,1152,122237,233,198355,699,12976,49876,870,20479,5256,756,1440,1701838,73224,15564,5056943,270145,5476,5830,2,2,0,6112,13258,288,8051,43791820,6052,1277,1152,1399,78138,16426,10380,576,18811,13840,699,233,0,14704,26810,0,165,985667,12334,86336008
get account and get balance,19949056,106380,34920,14503,4298,25256,3222,34376,537,1074,9671,111750,37079,539,81673,31699,6990,0,1,2397828,3671567,398148,6448,1611,167088,12360,161704,537,2,318059,57493,3521369,2685,12888,161726,97787,80059,4834,2148,268622,537,420145,1611,25255,101543,1616,43526,10207,1613,2685,3550317,170835,34380,10623547,606552,10207,0,2,1,0,12360,24712,537,18277,88613684,12355,2686,2148,3223,161727,35989,19344,1074,38664,25792,1611,537,0,31699,62854,0,0,2121124,26874,212295064
get signer receiver + add key to account,10383,57,15,4,12294,17,5,318928,0,2,5,55,26,2,49,16,12,0,1,1224,2316,231,4,3075,81,9,71,3073,2,156,35,1891,1,0,89,53,46,6,0,125,3073,212,3075,16,52,4991,31,24588,3077,0,1840,71,13,5523,284,5,278860,2,2,0,9,10,0,3092,102461,5,17277,0,6149,90,10,12,0,139470,16,3075,3073,0,16,26,0,3820,1063,8080,166544792
get account and get balance + get signer address,12011440,55394,19665,5217,3210,18864,2406,786320,401,802,4015,61007,22883,403,52981,19665,2819,0,1,1401095,2606741,255668,4816,1203,98326,7628,85480,401,2,182209,40535,2164880,401,4010,99938,56995,50973,3610,1604,146889,401,250435,1203,17259,60603,13094,24492,7623,1205,2005,2157607,88289,19260,6377771,336723,6019,0,2,2,0,7628,12842,401,13653,55717982,6821,13892,1604,2407,99939,15649,14448,802,28872,19264,1203,401,0,18863,30902,0,0,1236936,20074,151137616
get account and get available balance + convert int to string and concatenate it,2426410,10736,3220,1072,2138,5357,1602,1110592,801,534,539,11269,4832,2,11263,3754,546,0,1,274083,734049,53631,1072,801,20373,1611,15555,267,2,36467,8579,445640,0,0,20381,11267,10726,2137,0,27358,267,50407,801,3754,12334,16469,4837,4810,803,0,439179,16090,3216,1284153,64898,1072,0,2,2,0,1611,2680,0,8296,11879001,1072,35064,0,1603,20382,2680,3216,0,51264,4288,801,267,0,3754,5899,0,0,245629,38557,132413464
,9481,44,19,4,20,13,7,0,3,2,4,44,20,0,44,15,2,0,1,1097,2148,203,5,3,79,7,67,1,8,143,34,1718,0,0,78,44,40,9,0,112,6,195,3,14,48,11,20,26,6,0,1706,68,14,5029,260,6,0,0,0,2,7,10,0,40,46058,8,32,0,12,79,10,12,0,152,16,4,2,1,14,24,0,0,973,27,5544176
mint NFT + get account and get available balance,2525939,11176,3352,1116,6956,5577,1670,116816,2016,556,561,11731,5030,2,11725,3908,568,1,1,285322,591328,55831,1116,834,21209,1677,16192,278,3548,37963,8930,463922,0,0,21217,11729,11166,2228,0,28479,278,52475,834,3908,12840,2578,5035,15652,836,0,457195,16749,3348,1336826,67560,1116,71692437,2,2,0,1677,2790,0,14547,12396126,1116,13280,0,2852,21218,2790,3348,0,81760,4464,834,278,0,3908,6141,0,1182,255702,9827,120630224
get signer receiver,10302,55,14,4,43362,17,5,693768,0,2,5,54,26,2,49,16,9,0,1,1212,2167,231,4,10842,81,9,69,10840,2,156,34,1876,1,0,89,53,46,6,0,123,10840,212,10842,16,50,10847,29,86724,10844,0,1828,70,13,5479,279,5,0,2,1,0,9,10,0,10859,242178,5,54201,0,21683,90,10,12,0,40,16,10842,10840,0,16,26,0,0,1055,21704,231273136
get signer receiver + create new account and deploy contract,309297,1378,411,136,20445,17,16,326928,0,2,71,1441,620,2,1435,478,78,0,1,35002,70845,6842,136,5099,2589,218,1986,5097,2,4644,1092,56778,1,0,2597,1439,1377,28,0,3492,5097,6416,5099,478,1570,5138,625,40945,5112,0,55947,2053,409,163719,8275,137,1166,2,2,0,218,340,0,5138,1576058,137,25509,0,10197,2598,340,408,0,447,544,5099,5097,0,478,753,0,33,31342,10350,74950520
copy array from storage,10397,59,14,4,2,17,0,2558984,0,0,5,55,26,3,49,16,12,1,1,1220,2792,231,4,0,81,9,67,0,2,157,34,1899,1,0,89,53,46,1,0,123,3808,213,0,16,53,26663,31,4,3810,0,1843,69,13,5525,287,4,57120,2,2,0,9,10,0,11443,65953,4,53313,1,1,90,10,12,0,8,16,0,0,0,16,28,0,11424,1067,3832,75671112
load and save empty string on signers address,10298,54,16,4,2,17,0,3762696,0,0,5,54,26,2,49,16,9,0,1,1208,2170,231,4,0,81,9,68,0,58794,156,35,1875,0,0,89,53,46,1,0,122,58792,212,0,16,50,58799,29,4,117586,0,1829,71,14,5474,281,4,0,2,1,0,9,10,0,19,1105041,4,293961,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1055,117608,243519832
get account and get available balance + get signer receiver,2426462,10737,3219,1072,11178,5357,1607,166016,801,536,539,11269,4832,2,11263,3754,546,0,1,274096,568060,53631,1072,3063,20373,1611,15556,2527,2,36468,8578,445645,1,0,20381,11267,10726,2142,0,27359,2527,50408,3063,3754,12334,3603,4837,22890,3065,0,439186,16091,3217,1284183,64899,1073,0,2,2,0,1611,2680,0,10556,11920478,1073,16108,0,6125,20382,2680,3216,0,51304,4288,3063,2527,0,3754,5900,0,0,245635,12821,107950624
copy array from storage,10397,59,14,4,2,17,0,4906952,0,0,5,55,26,3,49,16,12,1,1,1220,2672,231,4,0,81,9,67,0,2,157,34,1899,1,0,89,53,46,1,0,123,7302,213,0,16,53,51121,31,4,7304,0,1843,69,13,5525,287,4,109530,2,2,0,9,10,0,21925,83423,4,102229,1,1,90,10,12,0,8,16,0,0,0,16,28,0,21906,1067,7326,79738416
load and save empty string on signers address,10298,54,16,4,2,17,0,440328,0,0,5,54,26,2,49,16,9,0,1,1208,2290,231,4,0,81,9,68,0,6882,156,35,1875,0,0,89,53,46,1,0,122,6880,212,0,16,50,6887,29,4,13762,0,1829,71,14,5474,281,4,0,2,1,0,9,10,0,19,170624,4,34401,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1055,13784,28978224
get account and get available balance + create new account and deploy contract,2473426,10937,3280,1092,696,777,306,8048,114,76,549,11479,4922,2,11473,3824,556,0,1,279513,572311,54709,1092,114,20753,1719,15846,38,2,37147,8740,454192,0,0,20761,11477,11004,461,0,27869,38,51347,114,3824,12564,430,4927,1858,194,0,447690,16392,3276,1309061,66113,1092,8268,2,2,0,1719,2730,0,1353,11920798,1092,842,0,229,20762,2730,3276,0,10182,4368,114,38,0,3824,6010,0,234,250527,2138,56897032
get public account,10241,54,15,4,36113,17,0,2311112,0,0,5,54,26,2,49,16,9,0,1,1196,2166,231,4,0,81,9,67,0,2,155,34,1871,0,0,89,53,46,1,0,121,0,211,0,16,50,36116,29,72226,2,0,1820,69,12,5443,279,4,0,2,1,0,9,10,0,19,46268,4,72223,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1047,36135,69150432
load and save empty string on signers address,10298,54,16,4,2,17,0,1921928,0,0,5,54,26,2,49,16,9,0,1,1208,2170,231,4,0,81,9,68,0,30032,156,35,1875,0,0,89,53,46,1,0,122,30030,212,0,16,50,30037,29,4,60062,0,1829,71,14,5474,281,4,0,2,1,0,9,10,0,19,587325,4,150151,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1055,60084,121198944
copy array from storage and save a duplicate + reference tx,10530,61,16,4,2,17,0,4101776,0,0,5,56,26,4,49,16,15,2,1,1243,3297,231,4,0,81,9,69,0,1554,158,34,1918,1,0,89,53,46,1,0,125,3104,214,0,16,55,58666,33,4,4658,0,1863,72,15,5597,296,4,62080,2,3,0,9,10,0,4675,73455,4,72628,1,1,90,10,12,0,16,16,0,0,0,16,28,0,12416,1083,4680,108148304
get account and get available balance + convert int to string and concatenate it,5973618,26416,7924,2640,5274,13197,3954,4992296,1977,1318,1323,27733,11888,2,27727,9242,1330,0,1,674707,2273728,132031,2640,1977,50165,3963,38291,659,2,89779,21123,1097144,0,0,50173,27731,26406,5273,0,67342,659,124103,1977,9242,30366,71906,11893,11866,1979,0,1081275,39610,7920,3161441,159762,2640,0,2,2,0,3963,6600,0,20448,29251265,2640,149074,0,3955,50174,6600,7920,0,126528,10560,1977,659,0,9242,14523,0,0,604701,157663,344511136
get signer address + convert int to string and concatenate it,10316,56,16,4,2,17,0,5395448,0,0,5,55,26,2,49,16,12,0,1,1206,877227,231,4,0,81,9,68,0,2,155,35,1886,0,0,89,53,46,1,0,123,0,211,0,16,52,75734,31,4,2,0,1831,69,12,5483,283,4,0,2,2,0,9,10,0,19,46335,4,144335,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1055,137234,158360248
call empty contract function + get signer vault,10353,57,15,4,22362,17,2,3075024,36868,0,5,55,26,2,49,16,12,0,1,1214,2167,231,4,0,81,9,68,0,36870,156,34,1890,1,0,89,53,46,4,0,122,11179,212,0,16,52,48055,31,44726,11181,0,1836,69,13,5502,284,4,0,2,2,0,9,10,0,48066,214639,5,59228,0,33538,90,10,12,0,40,16,11179,11179,0,16,26,0,0,1058,11206,260512936
get signer address,10235,54,15,4,2,17,0,4014408,0,0,5,54,26,2,49,16,9,0,1,1194,2166,231,4,0,81,9,66,0,2,155,34,1871,0,0,89,53,46,1,0,121,0,211,0,16,50,62730,29,4,2,0,1819,68,12,5439,278,4,0,2,1,0,9,10,0,19,46257,4,62726,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1046,24,59362560
get signer receiver + copy array from storage,10530,62,14,4,20482,17,5,1972752,0,2,5,56,26,3,49,16,15,1,1,1245,2672,231,4,5122,81,9,70,5120,2,158,34,1919,2,0,89,53,46,6,0,126,7568,214,5122,16,55,22264,33,40964,7572,0,1862,71,14,5599,293,5,36720,2,3,0,9,10,0,12483,151731,5,59874,1,10243,90,10,12,0,48,16,5122,5120,0,16,29,0,7344,1082,12712,141313048
transfer tokens + get account and get balance,16321241,75268,39909,7089,37333,25632,3276,175568,4941,1092,5455,82895,31091,547,71989,26722,3827,0,1,1903838,3542062,347396,6544,3835,133606,10364,116158,2743,8794,247587,55079,2941629,547,5450,135794,77443,69261,4912,2180,199598,22525,340293,3835,23451,82347,17029,33276,63112,6035,2725,2931776,119974,26174,8666169,457546,8180,0,2,2,6594,10364,17451,545,71301,75939378,9271,48885,2180,20857,135795,21265,19632,1090,179968,26176,6033,4941,4396,25631,41992,0,0,1680767,42660,401761256
mint NFT + convert int to string,10310,56,16,4,4060,17,2,6315184,1014,0,5,55,26,2,49,16,12,1,1,1205,533947,231,4,0,81,9,68,0,3044,155,34,1886,0,0,89,53,46,4,0,122,0,211,0,16,52,87604,31,9136,2,0,1829,68,12,5480,283,4,15007707,2,2,0,9,10,0,5089,71770,4,93684,0,1016,90,10,12,0,24352,16,0,0,0,16,25,0,1014,1053,87625,343211992
borrow array from storage,10399,59,14,4,2,17,0,9535016,0,0,5,55,26,3,49,16,12,1,1,1221,2672,231,4,0,81,9,67,0,2,157,34,1899,1,0,89,53,46,1,0,123,14189,213,0,16,53,99330,31,4,14191,0,1843,69,13,5526,287,4,922285,2,2,0,9,10,0,42586,117843,5,212836,1,1,90,10,12,0,8,16,14189,14189,0,16,28,0,184457,1067,14213,271634888
get signer vault,10282,55,14,4,33220,17,1,1062984,0,0,5,54,26,2,49,16,9,0,1,1205,2167,231,4,0,81,9,67,0,2,156,34,1875,1,0,89,53,46,2,0,121,16609,212,0,16,50,16616,29,66440,16611,0,1826,69,13,5464,279,4,0,2,1,0,9,10,0,16628,295953,5,33219,0,49828,90,10,12,0,24,16,16609,16609,0,16,26,0,0,1052,16633,103823952
get public account + create new account,1476102,6537,1959,652,29377,17,0,1880016,0,0,329,6859,2942,2,6853,2284,336,0,1,166770,338802,32631,652,0,12393,981,9464,0,2,22187,5218,271134,0,0,12401,6857,6526,55,0,16645,0,30667,0,2284,7504,29381,2947,58862,2,0,267189,9790,1956,781143,39490,652,0,2,2,0,981,1630,0,73,7072308,652,58698,0,1,12402,1630,1956,0,0,2608,0,0,0,2284,3590,0,0,149447,29507,181653584
,102,1,1,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,1,19,0,1,0,0,2,1,2,0,2,2,0,15,0,0,1,1,0,2,0,1,0,2,0,0,0,4,0,8,2,0,14,2,0,60,5,0,146,0,0,0,1,0,0,5,1088,0,147,0,1,2,0,0,0,73,0,0,0,0,0,1,0,2,14,6,7475456
create new account and deploy contract + reference tx,1151459,5097,1527,508,212,17,42,6890064,0,0,257,5347,2294,2,5341,1780,264,0,1,130153,265889,25473,508,0,9657,807,7377,0,2,17291,4068,211431,0,0,9665,5345,5128,85,0,12975,0,23899,0,1780,5848,107747,2299,634,44,0,208394,7631,1524,609423,30779,508,4452,2,2,0,807,1270,0,103,5533492,508,107701,0,1,9666,1270,1524,0,1554,2032,0,0,0,1780,2798,0,126,116643,528,127369088
mint NFT + get signer address,10306,56,16,4,1184,17,2,2861312,295,0,5,55,26,2,49,16,12,1,1,1203,2246,231,4,0,81,9,67,0,887,155,34,1886,0,0,89,53,46,4,0,122,0,211,0,16,52,44640,31,2665,2,0,1829,68,12,5477,283,4,6910965,2,2,0,9,10,0,1494,53798,4,46406,0,297,90,10,12,0,7096,16,0,0,0,16,25,0,295,1052,322,55027168
add key to account + load and save long string on signers address,10379,56,17,4,2,17,0,3076752,0,0,5,55,26,2,49,16,12,0,1,1220,2479,231,4,0,81,9,70,0,47505,156,36,1890,0,0,89,53,46,1,0,124,47503,212,0,16,52,48082,31,4,95008,0,1841,72,14,5518,286,4,83366,2,2,0,9,10,0,19,901910,4,238088,0,1,90,10,12,0,41683,16,0,0,0,16,25,0,1142,1063,95601,232188184
get account and get storage used + add key to account,10327,56,16,4,1813,17,0,244112,0,0,5,55,26,2,49,16,12,0,1,1209,2315,231,4,0,81,9,69,0,2,155,35,1886,0,0,89,53,46,1,0,124,0,211,0,16,52,3820,31,3626,2,0,1833,70,12,5490,284,4,292438,2,2,0,9,10,0,19,46369,4,5627,0,1,90,10,12,0,160707,16,0,0,0,16,25,0,4006,1056,3838,120609984
borrow array from storage + get account and get balance,10332616,55105,18085,7510,2226,13083,1668,2038512,278,556,5009,57880,19208,281,42305,16418,3629,1,1,1241945,1891126,206229,3340,834,86539,6403,83746,278,2,164733,29780,1823926,1391,6672,83767,50649,41468,2503,1112,139125,3285,217609,834,13082,52597,21891,22551,5286,3843,1390,1838879,88474,17805,5502461,314155,5286,195455,2,3,0,6403,12798,278,18492,45912583,6399,46497,1113,1669,83768,18636,10020,556,20024,13360,3841,3285,0,16418,32554,0,39091,1098619,16931,157715624
get public account + get account and get balance,7432462,34280,12168,3228,43031,11673,1488,2642768,248,496,2485,37751,14162,250,32785,12168,1748,0,1,866974,1613006,158207,2980,744,60841,4721,52892,248,2,112747,25082,1339598,248,2480,61841,35269,31542,2233,992,90891,248,154963,744,10680,37500,41795,15159,86806,746,1240,1335080,54630,11916,3946452,208357,3724,0,2,2,0,4721,7946,248,8451,34476697,4220,83332,992,1489,61842,9682,8940,496,17856,11920,744,248,0,11672,19121,0,0,765391,53469,245919688
convert int to string and concatenate it + create new account,1656320,7647,2710,719,57,17,0,2839400,0,0,555,8415,3161,57,7309,2711,397,0,1,193214,849373,35266,664,0,13556,1054,11784,0,2,25125,5590,298560,55,550,13784,7863,7031,56,220,20252,0,34531,0,2381,8357,39448,3386,224,2,275,297514,12170,2652,879443,46430,829,0,2,2,0,1054,1770,55,74,7630145,939,78831,220,1,13785,2155,1992,110,0,2656,0,0,0,2601,4261,0,0,170567,78963,149925568
get signer vault + get signer address,10348,57,15,4,16030,17,1,3324496,0,0,5,55,26,2,49,16,12,0,1,1212,2167,231,4,0,81,9,67,0,2,156,34,1890,1,0,89,53,46,2,0,122,8014,212,0,16,52,51953,31,32060,8016,0,1836,69,13,5498,284,4,0,2,2,0,9,10,0,8033,167103,5,59961,0,24043,90,10,12,0,24,16,8014,8014,0,16,26,0,0,1058,8038,90309960
get account and get storage capacity,7710945,34094,10227,3408,7661,17037,5106,54472,851,1702,1707,35796,15344,2,35791,11930,1711,0,1,870919,1805515,170431,3408,3404,64757,5115,49425,851,2,115891,27266,1416233,0,0,64765,35795,34086,6809,0,86924,851,160199,3404,11930,39196,3409,15347,17024,2555,0,1395759,51129,10224,4080885,206221,3408,0,2,1,0,5115,8520,0,17039,37760049,3408,5958,0,6809,64766,8520,10224,0,68080,13632,3404,851,0,11930,18747,0,0,780564,25554,219258608
get account and get storage used,10246,54,15,4,24464,17,0,1565576,0,0,5,54,26,2,49,16,9,0,1,1197,2166,231,4,0,81,9,67,0,2,155,34,1871,0,0,89,53,46,1,0,122,0,211,0,16,50,24467,29,48928,2,0,1821,69,12,5446,279,4,0,2,1,0,9,10,0,19,46280,4,48925,0,1,90,10,12,0,195696,16,0,0,0,16,25,0,0,1048,24486,188068304
get account and get balance + load and save empty string on signers address,9347911,43112,15305,4060,2498,14681,1872,247120,312,624,3125,47479,17810,314,41233,15304,2196,0,1,1090410,2028730,198975,3748,936,76521,5937,66525,312,3551,141804,31547,1684818,312,3120,77777,44357,39670,2809,1248,114316,3861,194900,936,13432,47164,4493,19063,5932,8036,1560,1679153,68712,14990,4963507,262055,4684,0,2,2,0,5937,9994,312,10627,43426343,5308,19307,1248,1873,77778,12178,11244,624,22464,14992,936,312,0,14680,24049,0,0,962647,22722,74555200
reference tx + get account and get storage used,10302,56,15,4,3468,17,0,10773328,0,0,5,55,26,2,49,16,12,0,1,1203,2166,231,4,0,81,9,67,0,2,155,34,1885,0,0,89,53,46,1,0,122,0,211,0,16,52,168339,31,6936,2,0,1829,69,12,5475,283,4,0,2,2,0,9,10,0,19,46340,4,171801,0,1,90,10,12,0,27728,16,0,0,0,16,25,0,0,1052,3490,132764056
borrow array from storage,10399,59,14,4,2,17,0,9535016,0,0,5,55,26,3,49,16,12,1,1,1221,2792,231,4,0,81,9,67,0,2,157,34,1899,1,0,89,53,46,1,0,123,14189,213,0,16,53,99330,31,4,14191,0,1843,69,13,5526,287,4,922285,2,2,0,9,10,0,42586,117861,5,212836,1,1,90,10,12,0,8,16,14189,14189,0,16,28,0,184457,1067,14213,301287768
load and save long string on signers address + emit event,10369,56,17,4,6486,17,1,736528,6482,0,5,55,26,2,49,16,12,0,1,1217,2210,231,4,0,81,9,69,0,11510,156,35,1890,0,0,89,53,46,3,0,123,5026,212,0,16,52,11516,31,10,10054,0,1839,71,14,5512,286,4,0,2,2,0,9,10,0,6501,137386,4,31614,0,1,90,10,12,0,16,16,0,0,0,16,25,0,0,1061,10079,56774224
load and save empty string on signers address + get signer address,10364,56,17,4,2,17,0,7119120,0,0,5,55,26,2,49,16,12,0,1,1215,2170,231,4,0,81,9,68,0,28546,156,35,1890,0,0,89,53,46,1,0,123,28544,212,0,16,52,111244,31,4,57090,0,1839,71,14,5508,286,4,0,2,2,0,9,10,0,19,560653,4,225414,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1061,57112,198828024
copy array from storage + create new account and deploy contract,2319898,10262,3075,1024,427,17,85,1877648,0,0,515,10766,4616,3,10759,3586,525,1,1,262190,536260,51316,1024,0,19461,1624,14860,0,2,34837,8196,425987,1,0,19469,10763,10331,171,0,26136,2786,48153,0,3586,11785,19765,4623,1279,2873,0,419894,15372,3073,1227811,62007,1024,50800,2,3,0,1624,2560,0,8547,11165828,1024,39176,1,1,19470,2560,3072,0,3153,4096,0,0,0,3586,5639,0,8613,235002,3830,174496760
load and save long string on signers address + convert int to string,10368,56,17,4,2,17,0,6011880,0,0,5,55,26,2,49,16,12,0,1,1217,357296,231,4,0,81,9,69,0,25714,156,35,1890,0,0,89,53,46,1,0,123,25712,212,0,16,52,86363,31,4,51426,0,1839,71,14,5511,286,4,0,2,2,0,9,10,0,19,509673,4,189205,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1062,112091,198928112
copy array from storage + get signer vault,10510,62,14,4,72172,17,1,8769392,0,0,5,56,26,3,49,16,15,1,1,1238,2672,231,4,0,81,9,68,0,2,158,34,1918,2,0,89,53,46,2,0,124,45698,214,0,16,55,103384,33,144344,45700,0,1860,70,14,5584,293,4,144195,2,3,0,9,10,0,64943,636414,5,206754,1,108256,90,10,12,0,32,16,36085,36085,0,16,29,0,28839,1079,45722,376072912
reference tx + get account and get storage used,10302,56,15,4,16139,17,0,19811152,0,0,5,55,26,2,49,16,12,0,1,1203,2164,231,4,0,81,9,67,0,2,155,34,1885,0,0,89,53,46,1,0,122,0,211,0,16,52,309555,31,32278,2,0,1829,69,12,5475,283,4,0,2,2,0,9,10,0,19,46311,4,325688,0,1,90,10,12,0,129096,16,0,0,0,16,25,0,0,1052,16161,279310568
reference tx,10225,54,14,4,2,17,0,9316104,0,0,5,54,26,2,49,16,9,0,1,1193,2166,231,4,0,81,9,66,0,2,155,34,1870,0,0,89,53,46,1,0,120,0,211,0,16,50,145569,29,4,2,0,1817,68,12,5434,277,4,0,2,1,0,9,10,0,19,46242,4,145565,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1044,24,90726000
get public account + emit event,10312,56,16,4,25752,17,1,1647888,17854,0,5,55,26,2,49,16,12,0,1,1205,2246,231,4,0,81,9,68,0,17856,155,34,1886,0,0,89,53,46,3,0,122,0,211,0,16,52,25754,31,15798,2,0,1830,69,12,5481,284,4,0,2,2,0,9,10,0,17873,46402,4,33644,0,1,90,10,12,0,16,16,0,0,0,16,25,0,0,1053,7921,127944832
call empty contract function + load and save empty string on signers address,10369,56,17,4,4,17,1,3457424,29790,0,5,55,26,2,49,16,12,0,1,1217,2290,231,4,0,81,9,69,0,54024,156,35,1890,0,0,89,53,46,3,0,123,24232,212,0,16,52,54030,31,10,48466,0,1839,71,14,5512,286,4,0,2,2,0,9,10,0,29809,483097,4,150952,0,1,90,10,12,0,16,16,0,0,0,16,25,0,0,1061,48491,176863408
add and remove key to/from account,10266,54,16,4,2,17,0,18584,0,0,5,54,26,2,49,16,10,0,1,1202,2395,231,4,0,81,9,69,0,2,155,35,1872,0,0,89,53,46,1,0,123,0,211,0,16,50,263,29,4,2,0,1824,70,12,5458,279,4,57018,2,1,0,9,10,0,19,46310,4,517,0,1,90,10,12,0,18834,16,0,0,0,16,25,0,774,1050,282,26838320
borrow array from storage + load and save empty string on signers address,10528,61,16,4,2,17,0,2781360,0,0,5,56,26,3,49,16,15,1,1,1242,2795,231,4,0,81,9,69,0,15751,158,35,1918,1,0,89,53,46,1,0,125,18388,214,0,16,55,34230,33,4,34139,0,1863,72,15,5595,295,4,171535,2,3,0,9,10,0,7936,343738,5,118332,1,1,90,10,12,0,8,16,2639,2639,0,16,28,0,34307,1082,34161,115855720
copy array from storage,10397,59,14,4,2,17,0,3734312,0,0,5,55,26,3,49,16,12,1,1,1220,2792,231,4,0,81,9,67,0,2,157,34,1899,1,0,89,53,46,1,0,123,5557,213,0,16,53,38906,31,4,5559,0,1843,69,13,5525,287,4,83355,2,2,0,9,10,0,16690,74698,4,77799,1,1,90,10,12,0,8,16,0,0,0,16,28,0,16671,1067,5581,60270400
convert int to string and concatenate it,10250,54,15,4,2,17,0,9879128,0,0,5,54,26,2,49,16,9,0,1,1199,1874908,231,4,0,81,9,68,0,2,155,35,1871,0,0,89,53,46,1,0,122,0,211,0,16,50,137215,29,4,2,0,1821,69,12,5449,278,4,0,2,1,0,9,10,0,19,46261,4,274421,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1049,274444,333807000
emit event,10240,54,15,4,14346,17,1,917896,14342,0,5,54,26,2,49,16,9,0,1,1196,2166,231,4,0,81,9,67,0,14344,155,34,1871,0,0,89,53,46,3,0,121,0,211,0,16,50,14347,29,10,2,0,1819,68,12,5443,278,4,0,2,1,0,9,10,0,14361,46316,4,14343,0,1,90,10,12,0,16,16,0,0,0,16,25,0,0,1046,27,48235240
get signer address,10235,54,15,4,2,17,0,1917064,0,0,5,54,26,2,49,16,9,0,1,1194,2246,231,4,0,81,9,66,0,2,155,34,1871,0,0,89,53,46,1,0,121,0,211,0,16,50,29959,29,4,2,0,1819,68,12,5439,278,4,0,2,1,0,9,10,0,19,46257,4,29955,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1046,24,29695008
borrow array from storage + convert int to string,10469,61,15,4,2,17,0,2556472,0,0,5,56,26,3,49,16,15,1,1,1230,98354,231,4,0,81,9,68,0,2,157,34,1914,1,0,89,53,46,1,0,124,1939,213,0,16,55,30990,33,4,1941,0,1853,69,13,5563,292,4,126035,2,3,0,9,10,0,5836,56682,5,46496,1,1,90,10,12,0,8,16,1939,1939,0,16,28,0,25207,1074,19372,91211032
get account and get storage capacity,8199591,36254,10875,3624,8147,18117,5430,57928,905,1810,1815,38064,16316,2,38059,12686,1819,0,1,926107,1883661,181231,3624,3620,68861,5439,52557,905,2,123235,28994,1505981,0,0,68869,38063,36246,7241,0,92432,905,170351,3620,12686,41680,3625,16319,18104,2717,0,1484211,54369,10872,4339491,219289,3624,0,2,1,0,5439,9060,0,18119,40153167,3624,6336,0,7241,68870,9060,10872,0,72400,14496,3620,905,0,12686,19935,0,0,830028,27174,239661736
emit event + copy array from storage and save a duplicate,10545,61,17,4,5398,17,1,1072336,5394,0,5,56,26,4,49,16,15,2,1,1246,3297,231,4,0,81,9,70,0,6478,158,34,1919,1,0,89,53,46,3,0,126,2164,214,0,16,55,12976,33,10,3248,0,1865,72,15,5606,297,4,43280,2,3,0,9,10,0,8659,65539,4,22708,1,1,90,10,12,0,32,16,0,0,0,16,28,0,8656,1085,3273,115206800
create new account and deploy contract,1694783,7495,2247,748,312,17,62,3976,0,0,377,7866,3374,2,7861,2620,381,0,1,191547,391389,37493,748,0,14217,1187,10857,0,2,25451,5988,311197,0,0,14225,7865,7548,125,0,19095,0,35179,0,2620,8606,191,3377,934,64,0,306746,11231,2244,896974,45295,748,6572,2,1,0,1187,1870,0,143,8146331,748,125,0,1,14226,1870,2244,0,2294,2992,0,0,0,2620,4118,0,186,171679,768,41758264
get account and get storage used,10246,54,15,4,20276,17,0,1297544,0,0,5,54,26,2,49,16,9,0,1,1197,2246,231,4,0,81,9,67,0,2,155,34,1871,0,0,89,53,46,1,0,122,0,211,0,16,50,20279,29,40552,2,0,1821,69,12,5446,279,4,0,2,1,0,9,10,0,19,46280,4,40549,0,1,90,10,12,0,162192,16,0,0,0,16,25,0,0,1048,20298,182345360
convert int to string + load and save empty string on signers address,10368,56,17,4,2,17,0,5519272,0,0,5,55,26,2,49,16,12,0,1,1217,352600,231,4,0,81,9,69,0,18890,156,35,1890,0,0,89,53,46,1,0,123,18888,212,0,16,52,78763,31,4,37778,0,1839,71,14,5511,286,4,0,2,2,0,9,10,0,19,386841,4,154309,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1062,97667,287422016
reference tx,10225,54,14,4,2,17,0,7374216,0,0,5,54,26,2,49,16,9,0,1,1193,2166,231,4,0,81,9,66,0,2,155,34,1870,0,0,89,53,46,1,0,120,0,211,0,16,50,115227,29,4,2,0,1817,68,12,5434,277,4,0,2,1,0,9,10,0,19,46242,4,115223,0,1,90,10,12,0,0,16,0,0,0,16,25,0,0,1044,24,76728896
copy array from storage,10397,59,14,4,2,17,0,4093832,0,0,5,55,26,3,49,16,12,1,1,1220,2792,231,4,0,81,9,67,0,2,157,34,1899,1,0,89,53,46,1,0,123,6092,213,0,16,53,42651,31,4,6094,0,1843,69,13,5525,287,4,91380,2,2,0,9,10,0,18295,77373,4,85289,1,1,90,10,12,0,8,16,0,0,0,16,28,0,18276,1067,6116,120091080
